iter	Accuracy	Logloss
63	0.9915080527	0.05681818461
64	0.9915080527	0.05594524139
65	0.9918008785	0.05566611965
66	0.9915080527	0.05547012207
67	0.9918008785	0.05510138622
68	0.9918008785	0.05478962628
69	0.9918008785	0.05451847718
70	0.9920937042	0.05386414815
71	0.99238653	0.05354061182
72	0.99238653	0.05320877077
73	0.9920937042	0.05292152439
74	0.9926793558	0.0525106466
75	0.9926793558	0.0519584765
76	0.9926793558	0.05176559579
77	0.9926793558	0.05168037557
78	0.9926793558	0.05146067847
79	0.9926793558	0.05137138059
80	0.9926793558	0.05076694328
81	0.9929721816	0.05013131978
82	0.9929721816	0.04991657501
83	0.9929721816	0.04934532885
84	0.9929721816	0.04895275494
85	0.9926793558	0.0483579105
86	0.9926793558	0.04799238771
87	0.9929721816	0.04775262135
88	0.9929721816	0.04758527604
89	0.9926793558	0.04731340225
90	0.9926793558	0.04711174954
91	0.9926793558	0.04685972274
92	0.9929721816	0.04601370852
93	0.9926793558	0.04564313723
94	0.9929721816	0.04545686416
95	0.9929721816	0.04503174757
96	0.9929721816	0.04465923751
97	0.9929721816	0.04447279028
98	0.9929721816	0.04410762205
99	0.9929721816	0.04401341619
100	0.9929721816	0.04383506451
101	0.9929721816	0.04355698327
102	0.9932650073	0.04307518343
103	0.9932650073	0.04262583416
104	0.9935578331	0.04234378791
105	0.9938506589	0.041955687
106	0.9935578331	0.04179440772
107	0.9938506589	0.04151661981
108	0.9938506589	0.04127969655
109	0.9938506589	0.04100684438
110	0.9938506589	0.04060716424
111	0.9938506589	0.04057455759
112	0.9938506589	0.0399294342
113	0.9938506589	0.03984090581
114	0.9938506589	0.03955118151
115	0.9938506589	0.03936378571
116	0.9938506589	0.03924547694
117	0.9938506589	0.03913983774
118	0.9938506589	0.03903229781
119	0.9938506589	0.03885578906
120	0.9938506589	0.03865413965
121	0.9935578331	0.0383707093
122	0.9932650073	0.03788443529
123	0.9932650073	0.03746291453
124	0.9932650073	0.03729256795
125	0.9932650073	0.03723351936
126	0.9932650073	0.03706755106
127	0.9932650073	0.03700463564
128	0.9932650073	0.03680870845
129	0.9932650073	0.03666975834
130	0.9932650073	0.0365823034
131	0.9932650073	0.03640877314
132	0.9935578331	0.03608420374
133	0.9935578331	0.03576696268
134	0.9938506589	0.0357276585
135	0.9938506589	0.03559842146
136	0.9938506589	0.03528593761
137	0.9938506589	0.03520906685
138	0.9938506589	0.03489011841
139	0.9938506589	0.03477725137
140	0.9938506589	0.03460772395
141	0.9938506589	0.03446243796
142	0.9938506589	0.03429698137
143	0.9938506589	0.03407578449
144	0.9941434846	0.0338122691
145	0.9938506589	0.03367772977
146	0.9938506589	0.03350853072
147	0.9938506589	0.03342381493
148	0.9938506589	0.03326023004
149	0.9938506589	0.03322660366
150	0.9938506589	0.03309768872
151	0.9938506589	0.03303555507
152	0.9938506589	0.03294372393
153	0.9938506589	0.03281311046
154	0.9938506589	0.03260116331
155	0.9938506589	0.03224992707
156	0.9941434846	0.03214081922
157	0.9941434846	0.03196185702
158	0.9938506589	0.03171928038
159	0.9938506589	0.03156268701
160	0.9938506589	0.03144808031
161	0.9938506589	0.03121935597
162	0.9938506589	0.03106253762
163	0.9938506589	0.03095101123
164	0.9938506589	0.0307938021
165	0.9941434846	0.03066777077
166	0.9941434846	0.0306019347
167	0.9941434846	0.03055044011
168	0.9941434846	0.03042025026
169	0.9944363104	0.03017406878
170	0.9944363104	0.03010021149
171	0.9944363104	0.02998134577
172	0.9944363104	0.02991417828
173	0.9944363104	0.02972588452
174	0.9947291362	0.0295900302
175	0.9947291362	0.02950284485
176	0.9947291362	0.02940132598
177	0.9947291362	0.02919557684
178	0.9947291362	0.0290265229
179	0.9947291362	0.02892874922
180	0.9947291362	0.02882462791
181	0.9947291362	0.02874704036
182	0.9950219619	0.02870690008
183	0.9950219619	0.02861720264
184	0.9950219619	0.02854212691
185	0.9950219619	0.02841134792
186	0.9950219619	0.0283422229
187	0.9950219619	0.02825079732
188	0.9950219619	0.02798172164
189	0.9950219619	0.02785016718
190	0.9953147877	0.02777023006
191	0.9953147877	0.02763658811
192	0.9956076135	0.02751225176
193	0.9956076135	0.02745581003
194	0.9956076135	0.02735432454
195	0.9956076135	0.02729918742
196	0.9956076135	0.02725807677
197	0.9959004392	0.02719675916
198	0.9959004392	0.0270289708
199	0.9959004392	0.0269309006
200	0.9964860908	0.02684156138
201	0.9959004392	0.02674639215
202	0.9959004392	0.02662946769
203	0.996193265	0.0264595435
204	0.9964860908	0.02641129079
205	0.9967789165	0.0263060434
206	0.9964860908	0.02615623209
207	0.9964860908	0.02612631034
208	0.996193265	0.02609259216
209	0.9967789165	0.02604257146
210	0.9964860908	0.02599169326
211	0.9964860908	0.02593642929
212	0.9964860908	0.02586762631
213	0.9967789165	0.02574136591
214	0.9970717423	0.025580554
215	0.9970717423	0.02539818549
216	0.9970717423	0.02532430494
217	0.9970717423	0.02520077181
218	0.9970717423	0.02515205684
219	0.9970717423	0.02509001957
220	0.9970717423	0.02506198831
221	0.9970717423	0.02500410473
222	0.9970717423	0.0249486691
223	0.9970717423	0.02485075436
224	0.9970717423	0.02477667784
225	0.9970717423	0.02472801813
226	0.9970717423	0.02461640051
227	0.9973645681	0.02444651851
228	0.9973645681	0.02432333802
229	0.9973645681	0.02428469205
230	0.9973645681	0.02412428295
231	0.9970717423	0.02408511941
232	0.9973645681	0.02404416917
233	0.9976573939	0.02398024398
234	0.9976573939	0.02390605045
235	0.9973645681	0.0238692427
236	0.9973645681	0.02380121821
237	0.9973645681	0.02374187066
238	0.9973645681	0.02370660332
239	0.9973645681	0.02364252467
240	0.9973645681	0.02360692896
241	0.9973645681	0.02354439167
242	0.9976573939	0.02349849076
243	0.9976573939	0.02341228313
244	0.9976573939	0.02333394663
245	0.9976573939	0.02328261317
246	0.9976573939	0.02326284555
247	0.9976573939	0.02313067323
248	0.9976573939	0.02304412269
249	0.9976573939	0.02298845791
250	0.9976573939	0.02294746216
251	0.9976573939	0.02287645757
252	0.9976573939	0.02265239408
253	0.9976573939	0.02259944479
254	0.9976573939	0.02256039116
255	0.9976573939	0.02251781177
256	0.9976573939	0.02242148503
257	0.9976573939	0.02240082185
258	0.9976573939	0.0223175431
259	0.9976573939	0.02224998974
260	0.9976573939	0.02215025535
261	0.9976573939	0.02206228451
262	0.9976573939	0.02203451176
263	0.9976573939	0.02200267684
264	0.9976573939	0.02189098517
265	0.9976573939	0.02186512541
266	0.9976573939	0.02178660525
267	0.9976573939	0.02170956982
268	0.9976573939	0.02166224468
269	0.9976573939	0.02158264299
270	0.9976573939	0.02151489394
271	0.9976573939	0.02147858747
272	0.9976573939	0.02142609442
273	0.9976573939	0.02138200273
274	0.9976573939	0.02134947502
275	0.9976573939	0.02131043034
276	0.9976573939	0.02126739499
277	0.9976573939	0.02116742266
278	0.9976573939	0.0210631123
279	0.9976573939	0.02103667473
280	0.9976573939	0.0209913425
281	0.9976573939	0.02092512218
282	0.9976573939	0.0208189221
283	0.9976573939	0.02078918827
284	0.9976573939	0.02071458871
285	0.9976573939	0.02066187748
286	0.9976573939	0.02062348346
287	0.9976573939	0.02052459168
288	0.9976573939	0.02045783767
289	0.9976573939	0.02037124062
290	0.9976573939	0.02031008731
291	0.9976573939	0.02027895968
292	0.9976573939	0.02024620601
293	0.9976573939	0.02012742037
294	0.9976573939	0.02008525401
295	0.9976573939	0.01999884063
296	0.9976573939	0.01996637242
297	0.9976573939	0.01979322827
298	0.9976573939	0.01975152834
299	0.9976573939	0.01964140353
300	0.9976573939	0.01957668047
301	0.9976573939	0.01949685384
302	0.9976573939	0.0194361789
303	0.9976573939	0.01933437137
304	0.9976573939	0.01929761028
305	0.9976573939	0.01922328543
306	0.9976573939	0.01904121923
307	0.9976573939	0.01898199831
308	0.9979502196	0.01894203945
309	0.9979502196	0.01884722486
310	0.9979502196	0.01882185233
311	0.9979502196	0.01875599443
312	0.9979502196	0.01872481016
313	0.9979502196	0.01865160776
314	0.9979502196	0.01849992337
315	0.9979502196	0.01842671928
316	0.9979502196	0.01839910953
317	0.9979502196	0.0182872634
318	0.9979502196	0.01825546321
319	0.9979502196	0.0182082464
320	0.9979502196	0.01816536443
321	0.9979502196	0.01810628017
322	0.9979502196	0.0180641843
323	0.9979502196	0.01801642856
324	0.9979502196	0.01799617886
325	0.9979502196	0.01794078385
326	0.9979502196	0.0178751109
327	0.9979502196	0.01779335837
328	0.9979502196	0.0177346588
329	0.9979502196	0.0177074036
330	0.9979502196	0.01767655157
331	0.9979502196	0.01763052365
332	0.9979502196	0.01758532759
333	0.9979502196	0.01756666357
334	0.9979502196	0.01751056087
335	0.9979502196	0.01747784587
336	0.9979502196	0.01745388926
337	0.9979502196	0.01732624942
338	0.9979502196	0.01725269291
339	0.9979502196	0.01723011538
340	0.9979502196	0.01716643885
341	0.9979502196	0.01708710372
342	0.9979502196	0.01701345831
343	0.9979502196	0.01695116256
344	0.9979502196	0.0169203152
345	0.9979502196	0.01686749621
346	0.9979502196	0.01683643328
347	0.9979502196	0.0167469994
348	0.9979502196	0.01663652514
349	0.9979502196	0.01659789266
350	0.9979502196	0.01658586158
351	0.9979502196	0.01651961015
352	0.9979502196	0.01650641525
353	0.9979502196	0.01642530644
354	0.9979502196	0.01636280686
355	0.9979502196	0.01632919369
356	0.9979502196	0.01629118877
357	0.9979502196	0.01626091154
358	0.9979502196	0.01623262662
359	0.9979502196	0.01617317609
360	0.9979502196	0.01614210653
361	0.9979502196	0.01603364671
362	0.9979502196	0.0160020719
363	0.9979502196	0.01594720979
364	0.9979502196	0.01593708026
365	0.9979502196	0.01586721058
366	0.9979502196	0.01583226891
367	0.9979502196	0.01575936366
368	0.9979502196	0.01573712714
369	0.9979502196	0.01572388582
370	0.9979502196	0.01567424542
371	0.9979502196	0.01563914028
372	0.9979502196	0.01559425183
373	0.9979502196	0.01554191733
374	0.9979502196	0.0155128976
375	0.9979502196	0.01542359667
376	0.9979502196	0.01540634883
377	0.9979502196	0.01537024301
378	0.9979502196	0.01533559841
379	0.9979502196	0.01524194271
380	0.9979502196	0.01522670965
381	0.9979502196	0.01520387012
382	0.9979502196	0.01518897087
383	0.9979502196	0.01513804985
384	0.9979502196	0.0150463685
385	0.9979502196	0.01503300606
386	0.9979502196	0.01499513852
387	0.9979502196	0.01495977286
388	0.9979502196	0.01492594636
389	0.9979502196	0.01488822076
390	0.9979502196	0.01484612438
391	0.9979502196	0.01479247042
392	0.9979502196	0.01476678147
393	0.9979502196	0.01467444538
394	0.9979502196	0.01460174624
395	0.9979502196	0.01458759401
396	0.9979502196	0.01452799836
397	0.9979502196	0.01449864765
398	0.9979502196	0.01445680323
399	0.9979502196	0.01440966987
400	0.9979502196	0.01436617925
401	0.9979502196	0.01435418845
402	0.9979502196	0.01431215229
403	0.9979502196	0.0142787799
404	0.9979502196	0.01421168908
405	0.9979502196	0.01416464299
406	0.9979502196	0.01414864658
407	0.9979502196	0.01410386976
408	0.9979502196	0.01408875032
409	0.9979502196	0.0140488617
410	0.9979502196	0.01398692961
411	0.9979502196	0.01396106057
412	0.9979502196	0.01392278537
413	0.9979502196	0.01389292147
414	0.9979502196	0.01385663779
415	0.9979502196	0.01384206607
416	0.9979502196	0.01381150609
417	0.9979502196	0.01377850384
418	0.9979502196	0.01376898371
419	0.9979502196	0.01375947468
420	0.9979502196	0.01371887774
421	0.9979502196	0.01363714191
422	0.9979502196	0.01362405531
423	0.9979502196	0.01361504328
424	0.9979502196	0.01353039317
425	0.9979502196	0.01348220708
426	0.9979502196	0.01346965459
427	0.9979502196	0.01345847919
428	0.9979502196	0.01341184735
429	0.9979502196	0.01333689349
430	0.9979502196	0.01329756347
431	0.9979502196	0.01329010717
432	0.9979502196	0.01325451887
433	0.9979502196	0.0132472014
434	0.9979502196	0.01320909789
435	0.9979502196	0.0131981654
436	0.9979502196	0.01314381725
437	0.9979502196	0.01313778758
438	0.9979502196	0.01308220396
439	0.9982430454	0.01304585898
440	0.9982430454	0.01297634894
441	0.9979502196	0.01292424346
442	0.9982430454	0.01289739437
443	0.9982430454	0.01285453566
444	0.9982430454	0.01282859361
445	0.9982430454	0.01278283494
446	0.9982430454	0.01277195333
447	0.9982430454	0.01273395763
448	0.9982430454	0.0127264829
449	0.9982430454	0.01272079643
450	0.9982430454	0.01271335236
451	0.9982430454	0.01267491614
452	0.9982430454	0.01259927785
453	0.9982430454	0.01256734903
454	0.9982430454	0.01253275593
455	0.9982430454	0.01248999381
456	0.9985358712	0.01248083461
457	0.9985358712	0.01245405595
458	0.9985358712	0.01244696184
459	0.9985358712	0.01239693777
460	0.9985358712	0.01238469028
461	0.9985358712	0.01234540544
462	0.9985358712	0.01226289348
463	0.9985358712	0.01224560039
464	0.9985358712	0.01222339973
465	0.9985358712	0.01221608945
466	0.9985358712	0.01219124682
467	0.9985358712	0.01217719234
468	0.9985358712	0.01217021651
469	0.9985358712	0.01210965448
470	0.9985358712	0.01206178975
471	0.9985358712	0.01202995774
472	0.9985358712	0.01199553917
473	0.9985358712	0.01196900632
474	0.9985358712	0.01196273562
475	0.9985358712	0.01195376698
476	0.9985358712	0.01194647068
477	0.9985358712	0.01192548302
478	0.9985358712	0.0119030226
479	0.9985358712	0.01184730744
480	0.9985358712	0.01184065015
481	0.9985358712	0.01183433466
482	0.9985358712	0.01179130961
483	0.9985358712	0.01177277437
484	0.9985358712	0.01176663776
485	0.9985358712	0.01172094983
486	0.9985358712	0.01167624833
487	0.9985358712	0.01165275654
488	0.9985358712	0.01162890462
489	0.9985358712	0.01161820467
490	0.9985358712	0.0115749004
491	0.9985358712	0.01153222947
492	0.9985358712	0.01152370645
493	0.9985358712	0.0115000258
494	0.9985358712	0.01149434564
495	0.9985358712	0.01144176606
496	0.9985358712	0.01141785245
497	0.9985358712	0.01140912804
498	0.9985358712	0.01140368381
499	0.9985358712	0.01139050779
500	0.9985358712	0.01137167161
501	0.9985358712	0.01132458367
502	0.9985358712	0.01130011973
503	0.9985358712	0.01129489528
504	0.9985358712	0.01128980088
505	0.9985358712	0.0112507621
506	0.9985358712	0.0112142048
507	0.9985358712	0.01119244513
508	0.9985358712	0.0111572607
509	0.9985358712	0.01112281241
510	0.9985358712	0.01104619865
511	0.9985358712	0.01101823121
512	0.9985358712	0.01101241521
513	0.9985358712	0.01097074992
514	0.9985358712	0.01093152088
515	0.9985358712	0.01092589947
516	0.9985358712	0.0109078637
517	0.9985358712	0.01087030221
518	0.9985358712	0.01086564072
519	0.9985358712	0.01083785709
520	0.9985358712	0.01080550426
521	0.9985358712	0.01080097624
522	0.9985358712	0.01075265203
523	0.9985358712	0.01073988281
524	0.9988286969	0.01072487954
525	0.9988286969	0.01070777127
526	0.9988286969	0.01069000948
527	0.9988286969	0.01066343904
528	0.9988286969	0.01064104954
529	0.9988286969	0.01063480654
530	0.9988286969	0.01062029388
531	0.9988286969	0.01059977893
532	0.9988286969	0.01056116501
533	0.9988286969	0.01055267414
534	0.9988286969	0.01051715243
535	0.9991215227	0.01050885718
536	0.9991215227	0.01049521545
537	0.9991215227	0.01046534552
538	0.9991215227	0.01042727036
539	0.9991215227	0.0104009572
540	0.9991215227	0.01036982815
541	0.9991215227	0.01036564192
542	0.9991215227	0.01035020839
543	0.9991215227	0.01028248347
544	0.9991215227	0.01026500382
545	0.9991215227	0.01025212149
546	0.9991215227	0.0102070543
547	0.9991215227	0.01020298672
548	0.9991215227	0.01018942384
549	0.9991215227	0.01017305396
550	0.9991215227	0.01013460962
551	0.9991215227	0.01013064905
552	0.9991215227	0.01010256155
553	0.9991215227	0.01006331357
554	0.9991215227	0.01003289483
555	0.9991215227	0.01001285831
556	0.9991215227	0.009981189386
557	0.9991215227	0.009968632909
558	0.9991215227	0.009963888387
559	0.9991215227	0.009925134203
560	0.9991215227	0.009921350984
561	0.9991215227	0.009889612698
562	0.9991215227	0.009861668107
563	0.9991215227	0.009833143786
564	0.9991215227	0.009817383456
565	0.9991215227	0.009798015106
566	0.9991215227	0.009767466656
567	0.9991215227	0.009763369496
568	0.9991215227	0.009726703773
569	0.9991215227	0.009698745285
570	0.9991215227	0.00969400602
571	0.9991215227	0.00967454537
572	0.9991215227	0.009665036291
573	0.9991215227	0.009643921734
574	0.9991215227	0.009640445779
575	0.9991215227	0.009637048376
576	0.9991215227	0.009619826471
577	0.9991215227	0.009558498551
578	0.9991215227	0.009546987724
579	0.9991215227	0.009512006868
580	0.9991215227	0.009508707988
581	0.9991215227	0.009491256636
582	0.9991215227	0.009487330308
583	0.9991215227	0.009453626775
584	0.9991215227	0.009442282897
585	0.9991215227	0.009431272995
586	0.9991215227	0.009405562711
587	0.9991215227	0.009392959573
588	0.9991215227	0.009368007581
589	0.9991215227	0.009350525054
590	0.9991215227	0.009336064391
591	0.9991215227	0.009327352586
592	0.9991215227	0.009295111522
593	0.9991215227	0.00926802986
594	0.9991215227	0.009256920345
595	0.9991215227	0.009246731322
596	0.9991215227	0.009236271499
597	0.9991215227	0.009208489269
598	0.9991215227	0.00919650723
599	0.9991215227	0.009193428004
600	0.9991215227	0.009164213876
601	0.9991215227	0.009143021568
602	0.9991215227	0.009140013336
603	0.9991215227	0.009130614807
604	0.9991215227	0.009127677064
605	0.9991215227	0.009109995255
606	0.9991215227	0.009083388701
607	0.9991215227	0.009079691896
608	0.9991215227	0.009048307701
609	0.9991215227	0.009037927172
610	0.9991215227	0.009027841066
611	0.9991215227	0.009012299009
612	0.9991215227	0.008993923607
613	0.9991215227	0.008982326772
614	0.9991215227	0.008957825055
615	0.9991215227	0.008957670176
616	0.9991215227	0.008929221594
617	0.9991215227	0.00891916104
618	0.9991215227	0.008888495278
619	0.9991215227	0.00886356954
620	0.9991215227	0.008842137279
621	0.9991215227	0.008832511585
622	0.9991215227	0.008821347789
623	0.9991215227	0.00875321879
624	0.9991215227	0.008750811223
625	0.9991215227	0.008723974888
626	0.9991215227	0.008710226915
627	0.9991215227	0.008694340203
628	0.9991215227	0.008679110168
629	0.9991215227	0.008669490517
630	0.9991215227	0.008666807643
631	0.9991215227	0.008651160388
632	0.9991215227	0.008631566736
633	0.9991215227	0.008611966588
634	0.9991215227	0.008599360599
635	0.9991215227	0.008589020623
636	0.9994143485	0.008575504645
637	0.9994143485	0.008557475409
638	0.9994143485	0.008529023275
639	0.9994143485	0.008510448527
640	0.9994143485	0.008482091347
641	0.9994143485	0.008473221963
642	0.9994143485	0.0084560816
643	0.9994143485	0.008438389901
644	0.9994143485	0.008432116725
645	0.9994143485	0.008399218987
646	0.9994143485	0.008390818541
647	0.9994143485	0.008364546667
648	0.9994143485	0.00833313932
649	0.9994143485	0.008329865839
